Title,Directors,Year
Coup de foudre,Diane Kurys,1983
Le Grand Amour,Pierre Etaix,1968
Yoyo,Pierre Etaix,1965
Tant qu'on a la santé,Pierre Etaix,1966
Le Soupirant,Pierre Etaix,1963
Beyrouth Hôtel,Danielle Arbid,2011
Le déjeuner du 15 août,Gianni Di Gregorio,2008
The Trip,Michael Winterbottom,2010
Samson et Delilah,Warwick Thornton,2009
Masculin féminin,Jean-Luc Godard,1965
Le Petit Lieutenant,"Xavier Beauvois,Xavier Beauvois",2004
Je ne peux pas vivre sans toi,Leon Dai,2008
Les Ailes du désir,Wim Wenders,1987
Mirek n'est pas parti,Bojena Horackova,1993
Le Souffle au cœur,Louis Malle,1971
Les Amants,Louis Malle,1958
Perfect Mothers,Anne Fontaine,2013
Lacombe Lucien,Louis Malle,1974
Black Moon,Louis Malle,1975
Voltiges,Lisa Aschan,2011
The Future,Miranda July,2010
Everyone Else,Maren Ade,2008
Mouchette,Robert Bresson,1967
Le Sacrifice,Andreï Tarkovski,1986
L'Évènement le plus important depuis que l'homme a marché sur la Lune,"Jacques Demy,Jacques Demy",1973
"Platonov, la nuit est belle","Mia Hansen-Løve,Elie Wajeman",2005
Les Parapluies de Cherbourg,Jacques Demy,1963
Lola,Jacques Demy,1960
Eclairage intime,Ivan Passer,1965
Cherry Tree Lane,Paul Andrew Williams,2010
Une séparation,Asghar Farhadi,2010
Montparnasse,Mikhaël Hers,2009
Persepolis,"Marjane Satrapi,Vincent Paronnaud",2006
Incendies,Denis Villeneuve,2009
Le Roman de ma femme,Djamshed Usmonov,2010
Un chic type,Hans Petter Moland,2010
"Santiago 73, post mortem",Pablo Larraín,2010
Après la chute,Hiner Saleem,2007
Le Choix de Luna,Jasmila Zbanic,2009
La Robe du soir,Myriam Aziza,2009
Ma compagne de nuit,Isabelle Brocard,2009
Autour de la maison rose,"Joana Hadjithomas,Khalil Joreige",1999
La Chaise (La Silla),Julio D. Wallovits,2005
Memory Lane,Mikhaël Hers,2009
Intervention divine,Elia Suleiman,2001
Indigène d'Eurasie,Sharunas Bartas,2010
Happy Few,Antony Cordier,2009
Norteado,Rigoberto Pérezcano,2009
Demain dès l'aube,Denis Dercourt,2009
La Prima Linea,Renato De Maria,2009
Import/Export,Ulrich Seidl,2007
Pieds nus sur les limaces,Fabienne Berthaud,2009
Poupoupidou,Gérald Hustache-Mathieu,2010
Home Sweet Home,Didier Le Pêcheur,2007
Une vie toute neuve,Ounie Lecomte,2009
Une famille brésilienne,"Walter Salles,Daniela Thomas",2008
Amore,Luca Guadagnino,2009
L'Empreinte,Safy Nebbou,2008
Chatroom,Hideo Nakata,2010
Bully,Larry Clark,2001
Blood Island,Jang Cheol-soo,2010
Un transport en commun,Dyana Gaye,2007
La Vénitienne,Saara Saarela,2010
Primrose hill,Mikhaël Hers,2008
Monsieur Max,Gabriel Aghion,2006
La Bataille d'Alger,Gillo Pontecorvo,1966
Sang froid,Sylvie Verheyde,2007
Quand je serai star,Patrick Mimouni,2002
L'Âge de l'amour,Olivier Lorelle,2007
La Grande illusion,Jean Renoir,1937
La baie des anges,Jacques Demy,1963
Kadosh - Sacré,Amos Gitai,1999
Notre-Dame de Paris,Jean Delannoy,1956
Leaving Las Vegas,Mike Figgis,1995
L'Aquarium,Yousry Nasrallah,2007
Moloch tropical,Raoul Peck,2009
Au hasard Balthazar,Robert Bresson,1966
Les nouveaux monstres,"Ettore Scola,Dino Risi,Mario Monicelli",1978
Conte d'été,Éric Rohmer,1995
L'embrasement,Philippe Triboit,2006
Inéluctable,Francois Luciani,2007
Charly,Isild Le Besco,2005
"Alphaville, une étrange aventure de Lemmy Caution",Jean-Luc Godard,1965
À bout de souffle,Jean-Luc Godard,1959
Le Pendu,Claire Devers,2006
Belleville Story,Arnaud Malherbe,2009
Château en Suède,Josée Dayan,2008
Conte de printemps,Éric Rohmer,1989
Qui êtes-vous Polly Maggoo ?,William Klein,1967
Une famille parfaite,"Pierre Trividic,Patrick-Mario Bernard",2005
Le Pont du nord,Jacques Rivette,1980
Que la bête meure,Claude Chabrol,1969
Céline et Julie vont en bateau,Jacques Rivette,1973
Le Voleur de bicyclette,Vittorio de Sica ,1947
Le Retour de l'idiot,Sasa Gedeon,1999
Forever,Damjan Kozole,2007
Le Sens de la vie pour 9.99 $,Tatia Rosenthal,2008
Le Père de mes enfants,Mia Hansen-Løve,2008
Katalin Varga,Peter Strickland,2008
Après la vie,Lucas Belvaux,2001
Cantate,Miklós Jancsó,1963
Le Domaine perdu,Raoul Ruiz,2004
Moolaadé,Ousmane Sembène,2004
Qui a tué Bambi ?,Gilles Marchand,2002
Le Secret,Virginie Wagon,1999
Les Autres filles,Caroline Vignal,1999
Les Grandes Personnes,Anna Novion,2007
Séraphine,Martin Provost,2008
Chansons du deuxième étage,Roy Andersson,2000
Pourquoi pas moi ?,Stéphane Giusti,1998
Léolo,Jean-Claude Lauzon,1991
Le Mas des Alouettes,"Paolo Taviani,Vittorio Taviani",2007
This Is England,Shane Meadows,2006
Une vieille maîtresse,Catherine Breillat,2007
Elles ne pensent qu'à ça,Charlotte Dubreuil,1993
Défense d'aimer,Rodolphe Marconi,2000
"Beur, blanc, rouge",Mahmoud Zemmouri,2005
Isabelle Eberhardt,Ian Pringle,1990
Le Soleil assassiné,Abdelkrim Bahloul,2002
Ne dis rien,Icíar Bollaín,2002
Total Western,Eric Rochant,1999
Somers Town,Shane Meadows,2008
L'Argent fait le bonheur,Robert Guédiguian,1992
L'Arbre et la forêt,"Jacques Martineau,Olivier Ducastel",2008
101 Reykjavik,Baltasar Kormákur,2000
Du poil sous les roses,"Agnès Obadia,Jean-Julien Chervier",1999
Le Petit voleur,Erick Zonca,1998
Sexy Sadie,Matthias Glasner,1996
Mario et le magicien,Klaus Maria Brandauer,1994
Simon Konianski,Micha Wald,2008
Bruxelles-transit,Samy Szlingerbaum,1980
Romaine,Agnès Obadia,1996
Twentynine palms,Bruno Dumont,2002
Omagh,Pete Travis,2004
La Femme secrète,Sébastien Grall,1986
Les Derniers jours d'Emmanuel Kant,Philippe Collin,1992
Le Fil de la vie,Anders Ronnow-Klarlund\t,2004
En route,Jan H. Krüger,2004
Le Soulier de satin (1ère partie),Manoel de Oliveira,1984
Pièces détachées,Damjan Kozole,2002
La Vie sexuelle des Belges,Jan Bucquoy,1994
Estrellita,Metod Pevec,2007
Parano,"Alain Robak,John Hudson,Yann Piquer,Manuel Flèche,Anita Assal",1993
Ne te retourne pas,Marina de Van,2007
Sans nouvelles de Dieu,Agustín Díaz Yanes,2001
Le Chaos,"Youssef Chahine,Khaled Youssef",2007
L'Échappée belle (1995),Etienne Dhaene,1995
Jar City,Baltasar Kormákur,2006
La Nuit sacrée,Nicolas Klotz,1992
"Tirana, année zéro",Fatmir Koçi,2000
"Mille millièmes, fantaisie immobilière",Rémi Waterhouse,2002
Champions,Marek Najbrt,2004
Orlando Vargas,Juan Pittaluga,2005
Sans plomb,Muriel Teodori,1999
Baril de poudre,Goran Paskaljevic,1998
Bye bye America,Jan Schütte,1993
Mientras tanto,Diego Lerman,2006
Vous êtes de la police ?,Romuald Beugnon,2006
La Fille de son père,Jacques Deschamps,2000
Vincere,Marco Bellocchio,2009
Entre les murs,Laurent Cantet,2007
Les Mains libres,Brigitte Sy,2010
Septième ciel,Andreas Dresen,2007
Vénus beauté (institut),Tonie Marshall,1998
Tout le plaisir est pour moi,Isabelle Broué,2003
"Oui, mais...",Yves Lavandier,2000
Candy Mountain,"Robert Frank,Rudy Wurlitzer",1987
"Bleu, le ciel",Dominique Boccarossa,1999
De Hollywood à Tamanrasset,Mahmoud Zemmouri,1990
Cheb,Rachid Bouchareb,1990
Barrage,Raphaël Jacoulot,2004
Nature contre nature,Lucas Belvaux,2004
Le Voyage à Paris,Marc-Henri Dufresne,1998
Coeur allumé,Hector Babenco,1997
Entre les jambes,Manuel Gomez Pereira,1999
Mariage à l'islandaise,Valdís Óskarsdóttir,2008
Tout pour plaire,Cécile Telerman,2004
Les Vacances de Noël,Jan Bucquoy,2005
L'Étrangère,Florence Colombani,2006
Amerrika,Cherien Dabis,2009
La Fiancée syrienne,Eran Riklis,2004
El Mar,Agustí Villaronga,1999
J'me sens pas belle,Bernard Jeanjean,2003
The Day the Ponies Come Back,Jerry Schatzberg,1999
Wrong side up,Petr Zelenka,2004
Urga,Nikita Mikhalkov,1991
In the Loop,Armando Iannucci,2008
One Dollar Curry,Vijay Singh,2003
Le Doux amour des hommes,Jean Paul Civeyrac,2001
Camping Cosmos,Jan Bucquoy,1996
Rachida,Yamina Bachir-Chouikh,2002
Ordinary People,Vladimir Perisic,2008
Mille et un jours,Frédéric Laffont,2003
Le Roi des voleurs,Ivan Fila,2002
Les Yeux des oiseaux,Gabriel Auer,1982
Maya,Ketan Mehta,1993
Ce que je sais de Lola,Javier Rebollo,2006
Nocturnes,Henry Colomer,2006
L'Amérique des autres,Goran Paskaljevic,1995
Tontaine et Tonton,Tonie Marshall,1999
Pain et lait,Jan Cvitkovic,2001
Dernier été,"Robert Guédiguian,Frank Le Wita",1980
Little Sénégal,Rachid Bouchareb,2000
Après vous,Pierre Salvadori,2003
100% Arabica,Mahmoud Zemmouri,1997
Soleil trompeur,Nikita Mikhalkov,1993
Comment j'ai fêté la fin du monde,Catalin Mitulescu,2005
Love of May,Hsiao-Ming Hsu,2004
Cyclo,Tran Anh Hung,1995
Les Méduses,"Etgar Keret,Shira Geffen",2006
Le Bois lacté,Christoph Hochhäusler,2003
Müetter,Dominique Lienhard,2005
Eldorado,Bouli Lanners,2007
Better Things,Duane Hopkins,2008
Presque frères,Lucia Murat,2004
Bridget,Amos Kollek,2001
À toute vitesse,Gaël Morel,1996
Cavale,Lucas Belvaux,2001
Ames en stock,Sophie Barthes,2009
La Ville est tranquille,Robert Guédiguian,1999
Strella,Panos H. Koutras,2008
Le Baiser de l'ours,Sergueï Bodrov,2002
Kolonel Bunker,Kujtim Cashku,1996
Salaam Bombay,Mira Nair,1988
"Pasolini, mort d'un poète",Marco Tullio Giordana,1995
Children,Ragnar Bragason,2006
Ultime évasion,Rupert Wyatt,2008
Petite chérie,Anne Villacèque,1999
Haut les coeurs !,Solveig Anspach,1998
Beijing Bicycle,Wang Xiaoshuai,2000
L'Âge des possibles,Pascale Ferran,1995
Hors jeu,Jafar Panahi,2005
Ressources Humaines,Laurent Cantet,1999
"Vigo, histoire d'une passion",Julien Temple,1998
Leonera,Pablo Trapero,2007
Shotgun Stories,Jeff Nichols,2006
La Ciénaga,Lucrecia Martel,2001
Bord de mer,Julie Lopes-Curval,2001
La Jouissance des hystériques,Jan Bucquoy,2000
Ratcatcher,Lynne Ramsay,1998
La Chose publique,Mathieu Amalric,2002
Ma caméra et moi,Christophe Loizillon,2001
Alice,Marco Martins,2004
Toute l'histoire de mes échecs sexuels,Chris Waitt,2008
Culpabilité zéro,"Cédric Kahn,Cédric Kahn",1996
Tu n'aimeras point,Haim Tabakman,2009
La Chambre 108,Daniel Moosmann,1992
Stormy Weather,Solveig Anspach,2002
Psaume rouge,Miklós Jancsó,1971
A Wonderful Night in Split,Arsen Anton Ostojic,2004
Dans les champs de bataille,Danielle Arbid,2003
Depuis qu'Otar est parti,Julie Bertuccelli,2002
Un petit carrousel de fête,Zoltán Fábri,1955
Max et Bobo,Frédéric Fonteyne,1997
Circuit Carole,Emmanuelle Cuau,1994
Marius et Jeannette,Robert Guédiguian,1996
"Va, vis et deviens",Radu Mihaileanu,2004
Daniel et Ana,Michel Franco,2009
Le Temps des porte-plumes,Daniel Duval,2005
Montag,Ulrich Köhler,2006
Méfie-toi de l'eau qui dort,Jacques Deschamps,1996
L'Honneur de la tribu,Mahmoud Zemmouri,1993
Ce que je sais d'elle... d'un simple regard,Rodrigo Garcia,2000
Chevauchée avec le diable,Ang Lee,1999
Whisper,David Ondricek,1996
La Vallée des fleurs,Pan Nalin,2006
Vive la République !,Eric Rochant,1996
Après lui,Gaël Morel,2006
La Bande du drugstore,François Armanet,2001
Daratt,Mahamat-Saleh Haroun,2006
Lettre à l'Amérique,Iglika Triffonova,2000
La Jeune Fille et la Mort,Roman Polanski,1994
Le Birdwatcher,Gabriel Auer,1999
Un héros ordinaire,Michele Placido,1996
J'ai tué Clémence Acéra,Jean-Luc Gaget,2000
Country Teacher,Bohdan Sláma,2008
Falafel,Michel Kammoun,2006
Psycho Beach Party,Robert Lee King,2000
Orpailleur,Marc Barrat,2009
Baboussia,Lidia Bobrova,2003
"A la vie, à la mort !",Robert Guédiguian,1994
Téhéran,Nader T. Homayoun,2009
Comic act,Jack Hazan,1997
A plus Pollux,Luc Pagès,2001
Le Barbier de Sibérie,Nikita Mikhalkov,1996
L'Homme de Londres,"Béla Tarr,Ágnes Hranitzky",2006
Le Travail rend libre,Damjan Kozole,2004
Royal bonbon,Charles Najman,2002
Aaltra,"Benoît Delépine,Gustave Kervern",2003
Faithless games,Michaela Pavlátová,2002
Damnation,Béla Tarr,1987
Mister V.,Emilie Deleuze,2002
Belhorizon,Inès Rabadán,2004
L'Ombre de la ville,Jean Khalil Chamoun,2000
Prospero's books,Peter Greenaway,1991
Amorosa Soledad,"Martin Carranza,Victoria Galardi",2008
La Fille de tes rêves,Fernando Trueba,1998
Falling into paradise,Milos Radovic,2005
Armin,Ognjen Svilicic,2007
Lucy,Henner Winckler,2005
Le New-Yorker,Benoît Graffin,1997
Gémeaux,Albertina Carri,2004
Habana blues,Benito Zambrano,2005
Le Cri du cochon,Alain Guesnier,1991
Mentir un  peu,Agnès Obadia,2004
Stage beauty,Richard Eyre,2003
Plein sud,Sébastien Lifshitz,2008
In this world,Michael Winterbottom,2002
Les Yeux brouillés,Rémi Lange,1999
"Ça, c'est vraiment toi",Claire Simon,1999
Mephisto,István Szabó,1981
Colonel Redl,István Szabó,1985
Une romance italienne,Carlo Mazzacurati,2004
Les Diables,Christophe Ruggia,2001
The Bubble,Eytan Fox,2006
La Haine,Mathieu Kassovitz,1994
Saint-Cyr,Patricia Mazuy,1999
Les Terres froides,Sébastien Lifshitz,1998
Drôle de Félix,"Jacques Martineau,Olivier Ducastel",1999
Quand on sera grand,Renaud Cohen,2000
Paria,Nicolas Klotz,2000
Je suis vivante et je vous aime,Roger Kahane,1998
Le Soleil,Alexandre Sokourov,2004
Indian summer,Sasa Gedeon,1994
"7 jours, 7 nuits",Joel Cano,2003
Sous sa fenêtre,Metod Pevec,2003
Les Fourmis rouges,Stéphan Carpiaux,2006
Jerichow,Christian Petzold,2008
Golden Door,Emanuele Crialese,2006
Soul Kitchen,"Fatih Akin,Fatih Akin",2009
"Pour aller au ciel, il faut mourir",Djamshed Usmonov,2005
La Pornographie,Jan Jakub Kolski,2003
Les Sanguinaires,Laurent Cantet,1997
Un couple épatant,Lucas Belvaux,2001
Le Dernier des fous,Laurent Achard,2006
Emporte-moi,Léa Pool,1996
On fait un beau sourire,Anna Di Francisca,1999
Silence et cri,Miklós Jancsó,1968
Navidad,Sebastián Lelio,2008
Ada dans la jungle,Gérard Zingg,1988
Jeunesse dorée,Zaïda Ghorab-Volta,2000
The Book of life,Hal Hartley,1998
Mon chemin,Miklós Jancsó,1964
L'Année où mes parents sont partis en vacances,Cao Hamburger,2006
Tonka,Jean-Hugues Anglade,1996
Mon cher ennemi,Goran Paskaljevic,2001
Noi albinoi,Dagur Kári,2002
Partir,Catherine Corsini,2008
Vacances royales,Gabriel Auer,1980
"Nulle part, terre promise",Emmanuel Finkiel,2008
L'Honneur de ma famille,Rachid Bouchareb,1998
Far North,Asif Kapadia,2006
Free zone,Amos Gitai,2004
La Vie silencieuse de Marianna Ucria,Roberto Faenza,1996
L'Eté d'Isabelle,Nurbek Egen,2005
23,Hans-Christian Schmid,1998
L'Assaut,Joaquim Leitão,2006
Ma soeur chinoise,Alain Mazars,1993
Le Soulier de satin (3è partie),Manoel de Oliveira,1984
Le Soulier de satin (2è partie),Manoel de Oliveira,1984
Les Caprices d'un fleuve,Bernard Giraudeau,1995
Des chiens dans la neige,Ann-Kristin Reyels,2006
Gardien de buffles,Nghiem-Minh Nguyen-Vo\t,2004
Le Sauveur,Michel Mardore,1971
Confidences à un inconnu,Georges Bardawil,1994
Mutum,Sandra Kogut,2006
Buenos Aires 100 km,Pablo José Meza,2004
Guernesey,Nanouk Leopold,2004
La Manipulation,Marius Theodor Barna,2000
Même Dieu est venu nous voir,Peter Popzlatev,2002
Esperanza et ses saints,Alejandro Springall,1999
Le Faisan d'or,Marat Sarulu,2002
Amour,Károly Makk,1970
Agua,Verónica Chen,2006
La Comédie de l'innocence,Raoul Ruiz,1999
Metroland,Philip Saville,1997
Avant que j'oublie,Jacques Nolot,2006
L'Arrière pays,Jacques Nolot,1997
Caste criminelle,Yolande Zauberman,1990
Louise-Michel,"Gustave Kervern,Benoît Delépine",2007
Hanussen,István Szabó,1988
Une vie de prince,Daniel Cohen,1998
Laisse un peu d'amour,Zaïda Ghorab-Volta,1997
La Forêt sans nom,Shinji Aoyama,2002
Jane Eyre,Franco Zeffirelli,1995
Voyage scolaire,Henner Winckler,2003
De l'eau tiède sous un pont rouge,Shôhei Imamura,2000
Avant l'oubli,Augustin Burger,2003
Sale destin !,Sylvain Madigan,1986
The Chaser,"Hong-jin Na,Na Hong-jin",2007
City Island,Raymond de Felitta,2008
Sombre,Philippe Grandrieux,1998
Clara,Helma Sanders-Brahms,2007
Jeanne et le garçon formidable,"Jacques Martineau,Olivier Ducastel",1997
Ce répondeur ne prend pas de messages,Alain Cavalier,1978
Le Dernier Film soviétique,"Alexandrs Petukhovs,Alexander Hahn",2003
Innocence,Lucile Hadzihalilovic,2003
La Capture,Carole Laure,2006
Facing the Enemy,Patrik Lancaric,2007
Chronique d'une disparition,Elia Suleiman,1996
La Mort de Dante Lazarescu,Cristi Puiu,2005
La Discrète,Christian Vincent,1990
Nag la bombe,Jean-Louis Milesi,1999
Boï le Patchivalo,"Georges Klein,Simon Shandor",2005
The Sea,Baltasar Kormákur,2001
Les Sans-espoir,Miklós Jancsó,1965
La Voleuse de Saint-Lubin,Claire Devers,1999
Queenie in love,Amos Kollek,2000
Nos retrouvailles,David Oelhoffen,2006
Les Marchands de sable,Pierre Salvadori,1999
L'Ours rouge,Israel Adrián Caetano,2001
Le Tango des Rashevski,Sam Garbarski,2002
Marseille,Angela Schanelec,2003
Betelnut beauty,Cheng-Sheng Lin,2000
La Forêt de Mogari,Naomi Kawase,2007
Le Déclin de l'Empire Américain,Denys Arcand,1985
Rouge midi,Robert Guédiguian,1984
Je ne vois pas ce qu'on me trouve,Christian Vincent,1997
Au feu !,Pjer Žalica,2003
Un divan à New York,Chantal Akerman,1995
La Folie des hommes,Renzo Martinelli,2000
Komma,Martine Doyen,2005
Bella ciao,Stéphane Giusti,2000
Avions de papier,Farhad Mehranfar,1997
L'Autre monde,Merzak Allouache,2001
L'Eté d'Olga,Nina Grosse,2001
Le Porteur de serviette,Daniele Luchetti,1991
Le Premier jour,"Walter Salles,Daniela Thomas",1998
Treeless Mountain,So Yong Kim,2008
La Nana (La Bonne),Sebastián Silva,2009
Opera Jawa,Garin Nugroho,2006
Parking,Mong-Hong Chung,2008
Parque Vía,Enrique Rivero,2008
Le Volcan,Ottokar Runze,1998
Year of the devil,Petr Zelenka,2001
Yoyes,Helena Taberna,2000
Froid comme l'été,Jacques Maillot ,2002
L'Atelier des rêves,Peeter Urbla,2005
Le Repas du dragon,Jan Schütte,1987
Haramuya,Drissa Toure,1995
Batalla en el cielo (Bataille dans le ciel),Carlos Reygadas,2004
Dolce Farniente,Nae Caranfil,1999
Georgica,Sulev Keedus,1998
Ça ne se refuse pas,Eric Woreth,1997
Le Pornographe,Bertrand Bonello,2000
Le Village des ombres,Fouad Benhammou,2010
Voodoo Man,William Beaudine,1944
De bon matin,Jean-Marc Moutout,2011
Les bouchers verts,Anders Thomas Jensen,2004
Audition,Takashi Miike,1999
L'Enquête est close,Jacques Tourneur,1951
C.R.A.Z.Y.,Jean-Marc Vallée,2005
Le Destin,Youssef Chahine,1997
Wendy and Lucy,Kelly Reichardt,2007
Un Flic,Jean-Pierre Melville,1972
Le Petit Soldat,Jean-Luc Godard,1960
Family Life,"Ken Loach,Ken Loach",1971
Voyage au bout de l'enfer,Michael Cimino,1978
Croix de fer,Sam Peckinpah,1977
Sauve qui peut,John Boorman,1965
Le Crime de l'Orient-Express,Sidney Lumet,1974
Thérèse Raquin,Marcel Carné,1953
Touchez pas au grisbi,Jacques Becker,1953
Made in U.S.A.,Jean-Luc Godard,1966
Le Testament du docteur Cordelier,"Jean Renoir,Jean Renoir",1959
Nana,Jean Renoir,1926
Journal d'un curé de campagne,Robert Bresson,1950
Memories of Murder,"Bong  Joon-ho,Bong Joon-ho",2003
Le Mandat,Ousmane Sembène,1968
Atlantic City,Louis Malle,1980
Kasaba (La Petite ville),Nuri Bilge Ceylan,1997
Au Nom du peuple italien,Dino Risi,1971
L'Homme à la Ferrari,Dino Risi,1967
Le Septième sceau,Ingmar Bergman,1956
Diary of the Dead (Chronique des morts vivants),George A. Romero,2006
L'Homme sans passé,Aki Kaurismäki,2001
La Fille aux allumettes,Aki Kaurismäki,1989
Ariel,Aki Kaurismäki,1988
De l'histoire ancienne,Orso Miret,1999
Dieu seul me voit (Versailles-chantiers),Bruno Podalydès,1997
La Salamandre,Alain Tanner,1971
Cherchez la femme,Sou Abadi,2017
Manhattan Stories,Dustin Guy Defa,2016
Orpheline,Arnaud des Pallières,2015
Le Vent se lève,Hayao Miyazaki,2013
Été 85,François Ozon,2020
Le Conte de la Princesse Kaguya,Isao Takahata,2013
La Femme qui est partie,Lav Diaz,2016
Le Voyage de Monsieur Crulic,Anca Damian,2011
La Dernière folie de Claire Darling,Julie Bertuccelli,2018
Pig,Mani Haghighi,2018
Yomeddine,A. B. Shawky,2018
Le Rire de Madame Lin,Tao Zhang,2016
Pop Aye,Kirsten Tan,2017
The Charmer,Milad Alami,2017
L'Étreinte,Ludovic Bergery,2020
Frankie,Ira Sachs,2019
Au bord de la mer bleue,Boris Barnet,1935
The Funhouse Massacre - Massacre au Palais du rire,Andy Palmer,2015
Fahim,Pierre-François Martin-Laval,2019
Le Chêne,Lucian Pintilie,1992
Abraham Lincoln,David Wark Griffith,1930
Le Coupable idéal,Mikael Hafstrom,2019
Late Night,Nisha Ganatra,2019
Mon frère,Julien Abraham,2019
Asako I & II,Ryūsuke Hamaguchi,2018
Portrait de la jeune fille en feu,Céline Sciamma,2019
Bajirao Mastani,Sanjay Leela Bhansali,2015
Le Lion est mort ce soir,Nobuhiro Suwa,2017
"First Love, le dernier yakuza",Takashi Miike,2019
Bacurau,"Juliano Dornelles,Kleber Mendonça Filho",2019
Hors Normes,"Eric Toledano,Olivier Nakache",2019
Invasion,Kiyoshi Kurosawa,2017
Star Time,Alexander Cassini,1992
La leçon d'allemand,Christian Schwochow,2021
La Surface de réparation,Christophe Regin,2017
Susana la perverse,Luis Buñuel,1950
De sas en sas,Rachida Brakni,2016
Wet Season,Anthony Chen,2019
Nina Wu,Midi Z,2019
L'État sauvage,David Perrault,2019
L'Autre,Charlotte Dauphin,2019
Chained,Yaron Shani,2019
Hotel by the River,Hong Sang-soo,2018
Canción sin nombre,Melina León,2019
High Life,Claire Denis,2015
Nos années folles,André Téchiné,2016
